order_number,order_line_number,customer_key,product_key,order_date,ship_date,location_key,payment_type,payment_provider,shipping_type,carrier,quantity,unit_price,unit_cost,discount_amount,tax_amount,shipping_cost,line_total,line_profit,order_total,order_status
ORD-00009416,1,CUST-000084,PROD-000068,2024-01-17,2024-01-20,LOC-0030,Digital Wallet,Apple Pay,Express,UPS,4,320.42,178.49,0.0,102.53,14.36,1281.68,567.72,1398.57,Delivered
ORD-00009417,1,CUST-000188,PROD-000438,2024-10-05,,LOC-0026,Credit Card,American Express,Express,FedEx,5,866.99,350.57,0.0,346.8,12.84,4334.95,2582.1,4694.59,Processing
ORD-00009418,1,CUST-000609,PROD-000412,2025-04-11,2025-04-12,LOC-0023,Digital Wallet,Google Pay,Standard,UPS,3,447.51,245.44,0.0,107.4,7.43,1342.53,606.21,1457.36,Delivered
ORD-00009418,2,CUST-000609,PROD-000023,2025-04-11,2025-04-12,LOC-0023,Digital Wallet,Google Pay,Standard,UPS,5,408.35,164.87,150.36,151.31,0.0,1891.39,1067.04,3500.06,Delivered
ORD-00009419,1,CUST-000545,PROD-000407,2024-03-20,2024-03-23,LOC-0038,Digital Wallet,Apple Pay,Standard,UPS,4,789.9,358.02,0.0,252.77,11.53,3159.6,1727.52,3423.9,Shipped
ORD-00009420,1,CUST-000799,PROD-000237,2025-05-28,2025-05-29,LOC-0034,Debit Card,Mastercard,Express,UPS,4,387.26,263.32,0.0,123.92,11.55,1549.04,495.76,1684.51,Shipped
ORD-00009421,1,CUST-000213,PROD-000306,2024-10-14,2024-10-17,LOC-0023,Credit Card,American Express,Overnight,FedEx,4,598.52,294.02,0.0,191.53,5.0,2394.08,1218.0,2590.61,Delivered
ORD-00009422,1,CUST-000748,PROD-000183,2025-09-14,2025-09-15,LOC-0010,Digital Wallet,PayPal,Overnight,UPS,4,799.83,331.32,0.0,255.95,6.31,3199.32,1874.04,3461.58,Delivered
ORD-00009423,1,CUST-000462,PROD-000096,2024-12-26,2024-12-29,LOC-0013,Digital Wallet,Apple Pay,Express,FedEx,5,76.7,43.73,0.0,30.68,10.79,383.5,164.85,424.97,Delivered
ORD-00009423,2,CUST-000462,PROD-000465,2024-12-26,2024-12-29,LOC-0013,Digital Wallet,Apple Pay,Express,FedEx,3,1054.67,481.44,0.0,253.12,0.0,3164.01,1719.69,3842.1,Delivered
ORD-00009423,3,CUST-000462,PROD-000168,2024-12-26,2024-12-29,LOC-0013,Digital Wallet,Apple Pay,Express,FedEx,1,676.36,433.19,0.0,54.11,0.0,676.36,243.17,4572.57,Delivered
ORD-00009423,4,CUST-000462,PROD-000083,2024-12-26,2024-12-29,LOC-0013,Digital Wallet,Apple Pay,Express,FedEx,1,290.34,185.81,0.0,23.23,0.0,290.34,104.53,4886.14,Delivered
ORD-00009423,5,CUST-000462,PROD-000127,2024-12-26,2024-12-29,LOC-0013,Digital Wallet,Apple Pay,Express,FedEx,4,57.7,30.71,41.44,15.15,0.0,189.36,66.52,5090.65,Delivered
ORD-00009423,6,CUST-000462,PROD-000317,2024-12-26,2024-12-29,LOC-0013,Digital Wallet,Apple Pay,Express,FedEx,1,268.58,138.69,20.7,19.83,0.0,247.88,109.19,5358.36,Delivered
ORD-00009423,7,CUST-000462,PROD-000478,2024-12-26,2024-12-29,LOC-0013,Digital Wallet,Apple Pay,Express,FedEx,3,518.73,277.42,0.0,124.5,0.0,1556.19,723.93,7039.05,Delivered
ORD-00009424,1,CUST-000569,PROD-000433,2023-12-29,2024-01-01,LOC-0010,Credit Card,Mastercard,Overnight,UPS,4,642.49,383.09,417.37,172.21,7.12,2152.59,620.23,2331.92,Delivered
ORD-00009424,2,CUST-000569,PROD-000273,2023-12-29,2024-01-01,LOC-0010,Credit Card,Mastercard,Overnight,UPS,1,325.11,163.12,0.0,26.01,0.0,325.11,161.99,2683.04,Delivered
ORD-00009424,3,CUST-000569,PROD-000188,2023-12-29,2024-01-01,LOC-0010,Credit Card,Mastercard,Overnight,UPS,3,137.33,61.01,0.0,32.96,0.0,411.99,228.96,3127.99,Delivered
ORD-00009425,1,CUST-000090,PROD-000376,2025-07-31,2025-08-01,LOC-0008,Credit Card,American Express,Standard,UPS,4,810.0,378.92,0.0,259.2,8.98,3240.0,1724.32,3508.18,Delivered
ORD-00009426,1,CUST-000710,PROD-000414,2024-12-25,2024-12-28,LOC-0017,Digital Wallet,PayPal,Standard,UPS,2,392.27,166.64,0.0,62.76,12.22,784.54,451.26,859.52,Delivered
ORD-00009426,2,CUST-000710,PROD-000473,2024-12-25,2024-12-28,LOC-0017,Digital Wallet,PayPal,Standard,UPS,2,392.88,188.08,0.0,62.86,0.0,785.76,409.6,1708.14,Delivered
ORD-00009426,3,CUST-000710,PROD-000262,2024-12-25,2024-12-28,LOC-0017,Digital Wallet,PayPal,Standard,UPS,5,752.22,317.33,0.0,300.89,0.0,3761.1,2174.45,5770.13,Delivered
ORD-00009426,4,CUST-000710,PROD-000058,2024-12-25,2024-12-28,LOC-0017,Digital Wallet,PayPal,Standard,UPS,3,495.46,318.46,0.0,118.91,0.0,1486.38,531.0,7375.42,Delivered
ORD-00009427,1,CUST-000369,PROD-000442,2025-02-14,2025-02-15,LOC-0023,Debit Card,Mastercard,Standard,USPS,2,251.96,132.84,0.0,40.31,7.28,503.92,238.24,551.51,Delivered
ORD-00009428,1,CUST-000366,PROD-000363,2025-10-13,2025-10-14,LOC-0021,Digital Wallet,Apple Pay,Express,UPS,3,657.87,446.34,0.0,157.89,12.75,1973.61,634.59,2144.25,Delivered
ORD-00009429,1,CUST-000814,PROD-000403,2025-02-22,2025-02-24,LOC-0027,Credit Card,American Express,Express,UPS,3,616.02,438.41,0.0,147.84,10.72,1848.06,532.83,2006.62,Delivered
ORD-00009430,1,CUST-000152,PROD-000047,2025-07-12,2025-07-14,LOC-0026,Credit Card,Visa,Overnight,FedEx,1,233.22,154.15,0.0,18.66,9.41,233.22,79.07,261.29,Delivered
ORD-00009430,2,CUST-000152,PROD-000419,2025-07-12,2025-07-14,LOC-0026,Credit Card,Visa,Overnight,FedEx,5,689.85,461.24,383.11,245.29,0.0,3066.14,759.94,3572.72,Delivered
ORD-00009430,3,CUST-000152,PROD-000258,2025-07-12,2025-07-14,LOC-0026,Credit Card,Visa,Overnight,FedEx,5,362.01,212.88,0.0,144.8,0.0,1810.05,745.65,5527.57,Delivered
ORD-00009431,1,CUST-000613,PROD-000472,2024-11-04,2024-11-05,LOC-0029,Digital Wallet,Apple Pay,Express,FedEx,3,753.32,449.29,0.0,180.8,11.06,2259.96,912.09,2451.82,Delivered
ORD-00009432,1,CUST-000332,PROD-000404,2025-06-09,2025-06-11,LOC-0019,Digital Wallet,Google Pay,Express,UPS,3,997.55,404.78,0.0,239.41,10.62,2992.65,1778.31,3242.68,Delivered
ORD-00009433,1,CUST-000767,PROD-000263,2025-09-11,2025-09-12,LOC-0026,Digital Wallet,Google Pay,Overnight,UPS,1,860.7,373.87,0.0,68.86,14.64,860.7,486.83,944.2,Delivered
ORD-00009433,2,CUST-000767,PROD-000137,2025-09-11,2025-09-12,LOC-0026,Digital Wallet,Google Pay,Overnight,UPS,5,565.59,285.45,0.0,226.24,0.0,2827.95,1400.7,3998.39,Delivered
ORD-00009434,1,CUST-000361,PROD-000332,2024-05-26,2024-05-29,LOC-0010,Debit Card,Mastercard,Overnight,FedEx,3,979.8,467.12,0.0,235.15,14.55,2939.4,1538.04,3189.1,Shipped
ORD-00009434,2,CUST-000361,PROD-000426,2024-05-26,2024-05-29,LOC-0010,Debit Card,Mastercard,Overnight,FedEx,1,51.87,31.21,0.0,4.15,0.0,51.87,20.66,3245.12,Shipped
ORD-00009435,1,CUST-000983,PROD-000491,2024-09-24,2024-09-25,LOC-0018,Debit Card,Visa,Standard,UPS,4,323.54,213.1,0.0,103.53,13.49,1294.16,441.76,1411.18,Delivered
ORD-00009436,1,CUST-000565,PROD-000225,2023-12-24,2023-12-27,LOC-0006,Credit Card,Visa,Overnight,UPS,5,792.88,441.26,831.87,250.6,13.87,3132.53,926.23,3397.0,Shipped
ORD-00009436,2,CUST-000565,PROD-000421,2023-12-24,2023-12-27,LOC-0006,Credit Card,Visa,Overnight,UPS,5,97.83,67.12,0.0,39.13,0.0,489.15,153.55,3925.28,Shipped
ORD-00009437,1,CUST-000509,PROD-000180,2023-11-18,2023-11-20,LOC-0024,Credit Card,American Express,Standard,UPS,4,367.59,266.37,0.0,117.63,11.1,1470.36,404.88,1599.09,Delivered
ORD-00009438,1,CUST-000693,PROD-000177,2024-12-27,2024-12-28,LOC-0024,Debit Card,Visa,Standard,USPS,1,871.82,369.49,0.0,69.75,7.34,871.82,502.33,948.91,Delivered
ORD-00009439,1,CUST-000513,PROD-000204,2024-01-29,2024-01-30,LOC-0021,Debit Card,Mastercard,Express,UPS,2,404.49,203.71,47.03,60.96,10.14,761.95,354.53,833.05,Delivered
ORD-00009439,2,CUST-000513,PROD-000481,2024-01-29,2024-01-30,LOC-0021,Debit Card,Mastercard,Express,UPS,3,430.93,272.11,0.0,103.42,0.0,1292.79,476.46,2229.26,Delivered
ORD-00009439,3,CUST-000513,PROD-000292,2024-01-29,2024-01-30,LOC-0021,Debit Card,Mastercard,Express,UPS,2,382.69,231.96,0.0,61.23,0.0,765.38,301.46,3055.87,Delivered
ORD-00009440,1,CUST-000194,PROD-000066,2025-05-06,2025-05-09,LOC-0022,Digital Wallet,Google Pay,Express,FedEx,2,819.46,341.87,0.0,131.11,8.61,1638.92,955.18,1778.64,Delivered
ORD-00009441,1,CUST-000394,PROD-000045,2024-04-09,2024-04-10,LOC-0006,Debit Card,Mastercard,Overnight,FedEx,4,702.63,314.08,407.13,192.27,11.48,2403.39,1147.07,2607.14,Delivered
ORD-00009441,2,CUST-000394,PROD-000020,2024-04-09,2024-04-10,LOC-0006,Debit Card,Mastercard,Overnight,FedEx,5,480.19,257.73,0.0,192.08,0.0,2400.95,1112.3,5200.17,Delivered
ORD-00009441,3,CUST-000394,PROD-000364,2024-04-09,2024-04-10,LOC-0006,Debit Card,Mastercard,Overnight,FedEx,1,746.61,362.71,58.44,55.05,0.0,688.17,325.46,5943.39,Delivered
ORD-00009442,1,CUST-000608,PROD-000073,2025-07-09,2025-07-10,LOC-0009,Digital Wallet,PayPal,Express,UPS,2,319.72,159.78,0.0,51.16,5.46,639.44,319.88,696.06,Delivered
ORD-00009442,2,CUST-000608,PROD-000106,2025-07-09,2025-07-10,LOC-0009,Digital Wallet,PayPal,Express,UPS,5,215.5,109.81,0.0,86.2,0.0,1077.5,528.45,1859.76,Delivered
ORD-00009443,1,CUST-000011,PROD-000432,2024-08-25,,LOC-0031,Debit Card,Mastercard,Express,UPS,1,170.2,98.62,0.0,13.62,9.4,170.2,71.58,193.22,Processing
ORD-00009443,2,CUST-000011,PROD-000026,2024-08-25,,LOC-0031,Debit Card,Mastercard,Express,UPS,2,383.48,172.67,45.02,57.76,0.0,721.94,376.6,972.92,Processing
ORD-00009444,1,CUST-000116,PROD-000234,2025-10-12,2025-10-15,LOC-0011,Digital Wallet,Google Pay,Overnight,UPS,4,560.93,415.23,0.0,179.5,7.03,2243.72,582.8,2430.25,Delivered
ORD-00009445,1,CUST-000466,PROD-000498,2024-06-23,2024-06-24,LOC-0036,Debit Card,Visa,Overnight,UPS,3,245.66,152.19,0.0,58.96,9.3,736.98,280.41,805.24,Delivered
ORD-00009446,1,CUST-000723,PROD-000470,2025-03-24,2025-03-25,LOC-0033,Debit Card,Mastercard,Overnight,FedEx,3,439.61,326.99,0.0,105.51,5.33,1318.83,337.86,1429.67,Delivered
ORD-00009447,1,CUST-000255,PROD-000211,2024-02-09,2024-02-12,LOC-0015,Credit Card,Visa,Overnight,UPS,4,257.02,136.74,0.0,82.25,7.22,1028.08,481.12,1117.55,Delivered
ORD-00009448,1,CUST-000079,PROD-000157,2023-12-15,2023-12-18,LOC-0029,Debit Card,Visa,Overnight,UPS,2,607.49,316.41,0.0,97.2,12.82,1214.98,582.16,1325.0,Delivered
ORD-00009449,1,CUST-000296,PROD-000434,2025-10-31,2025-11-03,LOC-0006,Digital Wallet,Google Pay,Standard,USPS,2,327.69,151.25,0.0,52.43,10.44,655.38,352.88,718.25,Shipped
ORD-00009450,1,CUST-000058,PROD-000070,2025-02-03,,LOC-0033,Digital Wallet,PayPal,Overnight,FedEx,3,921.59,497.21,0.0,221.18,11.2,2764.77,1273.14,2997.15,Processing
ORD-00009451,1,CUST-000535,PROD-000377,2023-11-29,2023-11-30,LOC-0034,Credit Card,Mastercard,Express,UPS,1,964.02,441.62,0.0,77.12,6.65,964.02,522.4,1047.79,Delivered
ORD-00009452,1,CUST-000211,PROD-000464,2024-11-22,2024-11-25,LOC-0017,Credit Card,Mastercard,Overnight,FedEx,3,906.87,441.64,0.0,217.65,13.36,2720.61,1395.69,2951.62,Shipped
ORD-00009452,2,CUST-000211,PROD-000432,2024-11-22,2024-11-25,LOC-0017,Credit Card,Mastercard,Overnight,FedEx,4,170.2,98.62,0.0,54.46,0.0,680.8,286.32,3686.88,Shipped
ORD-00009453,1,CUST-000536,PROD-000249,2024-07-14,2024-07-15,LOC-0021,Digital Wallet,Google Pay,Overnight,UPS,3,157.9,63.35,49.36,33.95,6.08,424.34,234.29,464.37,Shipped
ORD-00009454,1,CUST-000007,PROD-000309,2025-05-10,2025-05-11,LOC-0008,Credit Card,American Express,Express,UPS,2,606.86,290.7,108.76,88.4,14.11,1104.96,523.56,1207.47,Delivered
ORD-00009455,1,CUST-000965,PROD-000127,2025-07-24,2025-07-25,LOC-0038,Debit Card,Visa,Express,UPS,1,57.7,30.71,0.0,4.62,13.48,57.7,26.99,75.8,Delivered
ORD-00009456,1,CUST-000966,PROD-000110,2025-10-15,2025-10-18,LOC-0033,Credit Card,American Express,Overnight,UPS,5,17.74,12.59,0.0,7.1,12.25,88.7,25.75,108.05,Delivered
ORD-00009456,2,CUST-000966,PROD-000075,2025-10-15,2025-10-18,LOC-0033,Credit Card,American Express,Overnight,UPS,2,582.35,342.99,0.0,93.18,0.0,1164.7,478.72,1365.93,Delivered
ORD-00009457,1,CUST-000923,PROD-000100,2024-07-12,2024-07-15,LOC-0011,Digital Wallet,PayPal,Express,UPS,4,60.55,31.28,0.0,19.38,14.33,242.2,117.08,275.91,Delivered
ORD-00009457,2,CUST-000923,PROD-000222,2024-07-12,2024-07-15,LOC-0011,Digital Wallet,PayPal,Express,UPS,4,151.88,77.9,66.79,43.26,0.0,540.73,229.13,859.9,Delivered
ORD-00009458,1,CUST-000656,PROD-000497,2023-11-21,2023-11-24,LOC-0004,Digital Wallet,Google Pay,Overnight,UPS,2,264.67,115.63,0.0,42.35,5.96,529.34,298.08,577.65,Delivered
ORD-00009459,1,CUST-000263,PROD-000427,2025-06-13,2025-06-15,LOC-0010,Digital Wallet,Google Pay,Standard,USPS,1,263.5,110.65,0.0,21.08,13.71,263.5,152.85,298.29,Delivered
ORD-00009460,1,CUST-000009,PROD-000004,2025-05-16,,LOC-0014,Credit Card,American Express,Express,FedEx,5,332.96,148.53,0.0,133.18,12.96,1664.8,922.15,1810.94,Processing
ORD-00009461,1,CUST-000543,PROD-000011,2024-06-08,2024-06-10,LOC-0022,Debit Card,Mastercard,Overnight,FedEx,1,338.02,185.19,0.0,27.04,14.84,338.02,152.83,379.9,Delivered
ORD-00009462,1,CUST-000095,PROD-000489,2023-12-28,2023-12-30,LOC-0032,Credit Card,American Express,Express,UPS,1,923.99,417.0,0.0,73.92,9.21,923.99,506.99,1007.12,Delivered
ORD-00009463,1,CUST-000400,PROD-000395,2024-09-10,2024-09-11,LOC-0012,Debit Card,Visa,Overnight,FedEx,5,691.03,464.63,0.0,276.41,10.45,3455.15,1132.0,3742.01,Delivered
ORD-00009463,2,CUST-000400,PROD-000374,2024-09-10,2024-09-11,LOC-0012,Debit Card,Visa,Overnight,FedEx,3,167.06,77.93,108.42,31.42,0.0,392.76,158.97,4166.19,Delivered
ORD-00009464,1,CUST-000694,PROD-000060,2025-07-11,2025-07-14,LOC-0033,Credit Card,Mastercard,Overnight,UPS,3,399.08,235.02,0.0,95.78,5.51,1197.24,492.18,1298.53,Delivered
ORD-00009465,1,CUST-000933,PROD-000031,2025-05-18,2025-05-21,LOC-0036,Digital Wallet,Google Pay,Standard,USPS,5,814.11,332.64,718.76,268.14,12.31,3351.79,1688.59,3632.24,Shipped
ORD-00009466,1,CUST-000075,PROD-000085,2025-03-14,,LOC-0035,Credit Card,Mastercard,Overnight,FedEx,5,61.41,29.55,0.0,24.56,6.91,307.05,159.3,338.52,Processing
ORD-00009467,1,CUST-000712,PROD-000440,2023-12-04,2023-12-07,LOC-0014,Credit Card,Mastercard,Standard,USPS,2,718.61,359.61,0.0,114.98,9.82,1437.22,718.0,1562.02,Delivered
ORD-00009468,1,CUST-000220,PROD-000250,2025-08-27,2025-08-30,LOC-0032,Digital Wallet,Google Pay,Standard,USPS,2,676.87,301.53,0.0,108.3,5.03,1353.74,750.68,1467.07,Delivered
ORD-00009468,2,CUST-000220,PROD-000325,2025-08-27,2025-08-30,LOC-0032,Digital Wallet,Google Pay,Standard,USPS,5,707.1,287.37,805.82,218.37,0.0,2729.68,1292.83,4415.12,Delivered
ORD-00009469,1,CUST-000143,PROD-000452,2025-04-18,2025-04-19,LOC-0008,Credit Card,Visa,Standard,UPS,1,54.93,23.18,0.0,4.39,13.98,54.93,31.75,73.3,Delivered
ORD-00009470,1,CUST-000557,PROD-000021,2025-08-19,2025-08-20,LOC-0033,Digital Wallet,Apple Pay,Standard,UPS,5,315.51,128.04,0.0,126.2,9.02,1577.55,937.35,1712.77,Delivered
ORD-00009471,1,CUST-000323,PROD-000100,2024-11-01,2024-11-04,LOC-0022,Digital Wallet,Apple Pay,Overnight,FedEx,3,60.55,31.28,0.0,14.53,5.37,181.65,87.81,201.55,Delivered
ORD-00009472,1,CUST-000334,PROD-000486,2024-09-16,2024-09-19,LOC-0007,Debit Card,Visa,Standard,USPS,5,368.93,182.41,166.39,134.26,10.8,1678.26,766.21,1823.32,Delivered
ORD-00009473,1,CUST-000136,PROD-000307,2025-06-11,2025-06-12,LOC-0003,Debit Card,Visa,Express,FedEx,5,523.16,239.92,0.0,209.26,11.83,2615.8,1416.2,2836.89,Delivered
ORD-00009473,2,CUST-000136,PROD-000352,2025-06-11,2025-06-12,LOC-0003,Debit Card,Visa,Express,FedEx,1,827.96,388.56,113.34,57.17,0.0,714.62,326.06,3608.68,Delivered
ORD-00009473,3,CUST-000136,PROD-000202,2025-06-11,2025-06-12,LOC-0003,Debit Card,Visa,Express,FedEx,1,296.42,203.22,0.0,23.71,0.0,296.42,93.2,3928.81,Delivered
ORD-00009474,1,CUST-000579,PROD-000271,2025-08-26,2025-08-29,LOC-0001,Digital Wallet,PayPal,Overnight,UPS,5,467.37,199.92,0.0,186.95,13.12,2336.85,1337.25,2536.92,Delivered
ORD-00009474,2,CUST-000579,PROD-000215,2025-08-26,2025-08-29,LOC-0001,Digital Wallet,PayPal,Overnight,UPS,3,216.57,123.27,45.6,48.33,0.0,604.11,234.3,3189.36,Delivered
ORD-00009475,1,CUST-000079,PROD-000132,2024-03-20,2024-03-22,LOC-0022,Credit Card,Visa,Standard,USPS,3,441.78,278.8,175.32,92.0,13.45,1150.02,313.62,1255.47,Delivered
ORD-00009476,1,CUST-000040,PROD-000102,2024-03-02,2024-03-04,LOC-0032,Credit Card,Mastercard,Standard,UPS,2,288.86,123.93,79.65,39.85,11.31,498.07,250.21,549.23,Shipped
ORD-00009477,1,CUST-000588,PROD-000256,2024-09-28,2024-09-29,LOC-0018,Debit Card,Mastercard,Overnight,FedEx,2,380.99,251.33,0.0,60.96,9.83,761.98,259.32,832.77,Shipped
ORD-00009477,2,CUST-000588,PROD-000235,2024-09-28,2024-09-29,LOC-0018,Debit Card,Mastercard,Overnight,FedEx,4,443.24,199.82,0.0,141.84,0.0,1772.96,973.68,2747.57,Shipped
ORD-00009478,1,CUST-000973,PROD-000349,2024-12-03,2024-12-05,LOC-0024,Credit Card,Visa,Standard,USPS,3,455.79,213.43,202.73,93.17,11.48,1164.64,524.35,1269.29,Shipped
ORD-00009479,1,CUST-000753,PROD-000341,2024-03-14,2024-03-15,LOC-0028,Digital Wallet,Google Pay,Express,UPS,2,1003.07,407.77,0.0,160.49,11.99,2006.14,1190.6,2178.62,Delivered
ORD-00009480,1,CUST-000516,PROD-000465,2025-09-06,2025-09-08,LOC-0018,Credit Card,American Express,Overnight,UPS,4,1054.67,481.44,0.0,337.49,8.81,4218.68,2292.92,4564.98,Delivered
ORD-00009481,1,CUST-000621,PROD-000289,2024-04-07,2024-04-08,LOC-0015,Digital Wallet,Apple Pay,Standard,USPS,3,240.13,169.44,0.0,57.63,11.12,720.39,212.07,789.14,Delivered
ORD-00009482,1,CUST-000189,PROD-000495,2025-03-29,2025-03-31,LOC-0031,Debit Card,Mastercard,Express,UPS,4,786.27,415.36,0.0,251.61,5.64,3145.08,1483.64,3402.33,Delivered
ORD-00009483,1,CUST-000077,PROD-000489,2024-06-25,2024-06-28,LOC-0035,Debit Card,Mastercard,Express,UPS,4,923.99,417.0,848.98,227.76,7.42,2846.98,1178.98,3082.16,Delivered
ORD-00009484,1,CUST-000802,PROD-000347,2024-10-04,2024-10-07,LOC-0039,Credit Card,Mastercard,Overnight,UPS,5,1038.58,491.27,755.74,354.97,10.39,4437.16,1980.81,4802.52,Delivered
ORD-00009485,1,CUST-000345,PROD-000366,2024-01-29,2024-01-31,LOC-0040,Credit Card,American Express,Overnight,UPS,3,899.51,444.34,0.0,215.88,8.69,2698.53,1365.51,2923.1,Delivered
ORD-00009486,1,CUST-000365,PROD-000400,2024-04-18,2024-04-19,LOC-0025,Credit Card,Mastercard,Express,UPS,4,148.29,105.9,0.0,47.45,10.02,593.16,169.56,650.63,Delivered
ORD-00009487,1,CUST-000241,PROD-000321,2024-10-18,2024-10-19,LOC-0031,Debit Card,Mastercard,Express,FedEx,1,832.4,496.68,0.0,66.59,7.66,832.4,335.72,906.65,Delivered
ORD-00009487,2,CUST-000241,PROD-000121,2024-10-18,2024-10-19,LOC-0031,Debit Card,Mastercard,Express,FedEx,2,396.18,246.17,0.0,63.39,0.0,792.36,300.02,1762.4,Delivered
ORD-00009487,3,CUST-000241,PROD-000238,2024-10-18,2024-10-19,LOC-0031,Debit Card,Mastercard,Express,FedEx,2,876.58,448.22,0.0,140.25,0.0,1753.16,856.72,3655.81,Delivered
ORD-00009488,1,CUST-000128,PROD-000185,2024-08-16,2024-08-17,LOC-0029,Credit Card,American Express,Express,UPS,3,583.72,418.88,0.0,140.09,8.63,1751.16,494.52,1899.88,Delivered
ORD-00009488,2,CUST-000128,PROD-000252,2024-08-16,2024-08-17,LOC-0029,Credit Card,American Express,Express,UPS,5,77.97,41.81,0.0,31.19,0.0,389.85,180.8,2320.92,Delivered
ORD-00009489,1,CUST-000750,PROD-000115,2025-04-28,2025-04-29,LOC-0002,Debit Card,Visa,Standard,USPS,2,407.91,203.62,80.86,58.8,9.52,734.96,327.72,803.28,Shipped
ORD-00009489,2,CUST-000750,PROD-000119,2025-04-28,2025-04-29,LOC-0002,Debit Card,Visa,Standard,USPS,4,999.75,439.3,261.86,298.97,0.0,3737.14,1979.94,4839.39,Shipped
ORD-00009490,1,CUST-000317,PROD-000246,2025-10-10,2025-10-11,LOC-0028,Credit Card,Mastercard,Overnight,UPS,2,425.22,232.33,192.84,52.61,10.33,657.6,192.94,720.54,Delivered
ORD-00009491,1,CUST-000329,PROD-000280,2025-03-03,2025-03-04,LOC-0036,Digital Wallet,PayPal,Standard,UPS,4,756.38,359.32,0.0,242.04,14.67,3025.52,1588.24,3282.23,Delivered
ORD-00009492,1,CUST-000514,PROD-000350,2024-03-18,2024-03-19,LOC-0003,Digital Wallet,Google Pay,Express,UPS,4,169.48,75.35,64.83,49.05,13.89,613.09,311.69,676.03,Delivered
ORD-00009492,2,CUST-000514,PROD-000140,2024-03-18,2024-03-19,LOC-0003,Digital Wallet,Google Pay,Express,UPS,2,741.57,481.93,364.92,89.46,0.0,1118.22,154.36,1883.71,Delivered
ORD-00009493,1,CUST-000997,PROD-000195,2025-03-08,,LOC-0027,Credit Card,Visa,Express,FedEx,4,379.47,189.87,0.0,121.43,11.23,1517.88,758.4,1650.54,Cancelled
ORD-00009494,1,CUST-000929,PROD-000488,2024-04-10,2024-04-12,LOC-0002,Digital Wallet,PayPal,Standard,UPS,4,318.0,159.72,0.0,101.76,6.08,1272.0,633.12,1379.84,Delivered
ORD-00009494,2,CUST-000929,PROD-000010,2024-04-10,2024-04-12,LOC-0002,Digital Wallet,PayPal,Standard,UPS,3,1011.55,427.11,674.33,188.83,0.0,2360.32,1078.99,3928.99,Delivered
ORD-00009495,1,CUST-000746,PROD-000368,2025-08-15,,LOC-0017,Credit Card,Visa,Express,UPS,2,591.68,370.73,0.0,94.67,6.7,1183.36,441.9,1284.73,Processing
ORD-00009496,1,CUST-000083,PROD-000421,2024-05-26,2024-05-29,LOC-0037,Credit Card,Visa,Overnight,UPS,4,97.83,67.12,45.72,27.65,12.7,345.6,77.12,385.95,Delivered
ORD-00009496,2,CUST-000083,PROD-000495,2024-05-26,2024-05-29,LOC-0037,Credit Card,Visa,Overnight,UPS,2,786.27,415.36,0.0,125.8,0.0,1572.54,741.82,2084.29,Delivered
ORD-00009496,3,CUST-000083,PROD-000202,2024-05-26,2024-05-29,LOC-0037,Credit Card,Visa,Overnight,UPS,1,296.42,203.22,20.65,22.06,0.0,275.77,72.55,2382.12,Delivered
ORD-00009496,4,CUST-000083,PROD-000171,2024-05-26,2024-05-29,LOC-0037,Credit Card,Visa,Overnight,UPS,2,433.17,175.83,0.0,69.31,0.0,866.34,514.68,3317.77,Delivered
ORD-00009497,1,CUST-000118,PROD-000111,2025-10-20,2025-10-21,LOC-0010,Credit Card,American Express,Overnight,UPS,2,389.33,191.71,163.29,49.23,10.46,615.37,231.95,675.06,Delivered
ORD-00009498,1,CUST-000020,PROD-000403,2024-03-24,2024-03-26,LOC-0003,Debit Card,Visa,Standard,USPS,1,616.02,438.41,0.0,49.28,14.94,616.02,177.61,680.24,Delivered
ORD-00009499,1,CUST-000267,PROD-000316,2025-05-23,2025-05-26,LOC-0038,Credit Card,American Express,Express,UPS,2,593.31,243.37,0.0,94.93,11.45,1186.62,699.88,1293.0,Delivered
ORD-00009500,1,CUST-000715,PROD-000200,2024-04-18,2024-04-19,LOC-0033,Digital Wallet,PayPal,Overnight,UPS,1,329.26,166.47,0.0,26.34,14.25,329.26,162.79,369.85,Shipped
ORD-00009500,2,CUST-000715,PROD-000279,2024-04-18,2024-04-19,LOC-0033,Digital Wallet,PayPal,Overnight,UPS,5,677.69,318.44,0.0,271.08,0.0,3388.45,1796.25,4029.38,Shipped
ORD-00009501,1,CUST-000406,PROD-000066,2024-10-09,2024-10-12,LOC-0024,Digital Wallet,Apple Pay,Express,FedEx,5,819.46,341.87,370.69,298.13,8.72,3726.61,2017.26,4033.46,Delivered
ORD-00009502,1,CUST-000701,PROD-000352,2025-09-08,2025-09-10,LOC-0030,Credit Card,American Express,Express,UPS,4,827.96,388.56,0.0,264.95,10.69,3311.84,1757.6,3587.48,Delivered
ORD-00009503,1,CUST-000173,PROD-000288,2025-09-03,2025-09-04,LOC-0040,Digital Wallet,Google Pay,Express,UPS,5,527.89,350.13,0.0,211.16,12.96,2639.45,888.8,2863.57,Delivered
ORD-00009504,1,CUST-000874,PROD-000056,2024-09-06,2024-09-07,LOC-0005,Digital Wallet,Google Pay,Overnight,UPS,5,742.98,387.54,0.0,297.19,5.42,3714.9,1777.2,4017.51,Delivered
